,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
230,230,0.6969286265394259,2024-02-17 23:29:55.177998,2024-02-17 23:29:59.382125,0 days 00:00:04.204127,True,absolute_error,0.012943511963459138,48,0.025566994607664574,12,0.018555857884134653,18,4,RandomForest,48,False,False,COMPLETE,"[0.9032258064516129, 0.4963768115942029, 0.6206293706293706, 0.7674825174825175]","[0.01470588 0.         0.0625     0.         0.         0.
 0.         0.         0.         0.         0.01470588 0.
 0.         0.         0.01470588 0.07720588 0.02941176 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01470588 0.01470588 0.0625
 0.         0.         0.01470588 0.         0.07720588 0.
 0.34191176 0.         0.13970588 0.         0.         0.
 0.01470588 0.         0.         0.01470588 0.01470588 0.
 0.0625     0.         0.         0.         0.         0.01470588]"
199,199,0.6799304745044576,2024-02-17 23:24:17.266244,2024-02-17 23:24:22.544982,0 days 00:00:05.278738,True,absolute_error,0.02172488090536257,25,0.11654482589567361,53,0.04239989245782821,2,2,RandomForest,73,False,False,COMPLETE,"[0.9301075268817204, 0.4329710144927536, 0.611888111888112, 0.7447552447552448]","[0.0625     0.         0.         0.         0.         0.0625
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0625     0.03125    0.         0.         0.         0.
 0.02643229 0.         0.03125    0.         0.         0.
 0.         0.03125    0.         0.3125     0.         0.
 0.12981771 0.         0.         0.         0.         0.
 0.0625     0.         0.         0.0625     0.         0.
 0.         0.09375    0.         0.         0.         0.03125   ]"
430,430,0.6785501198194044,2024-02-18 00:06:37.240260,2024-02-18 00:06:45.300474,0 days 00:00:08.060214,True,absolute_error,0.03261616724046431,50,0.45884810108816354,44,0.04419872460285945,19,6,RandomForest,162,False,False,COMPLETE,"[0.7795698924731183, 0.6304347826086956, 0.6031468531468531, 0.7010489510489509]","[0.10606061 0.         0.         0.         0.02272727 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02272727
 0.         0.         0.         0.         0.         0.
 0.         0.02272727 0.         0.         0.07272727 0.
 0.         0.         0.         0.         0.         0.
 0.53484848 0.         0.         0.         0.         0.
 0.         0.         0.         0.1        0.         0.
 0.         0.05       0.         0.         0.06818182 0.        ]"
449,449,0.6765632100484835,2024-02-18 00:08:53.046564,2024-02-18 00:08:57.859275,0 days 00:00:04.812711,True,absolute_error,0.056245013654716396,43,0.18300871808271268,35,0.04253974749563535,5,11,RandomForest,88,False,False,COMPLETE,"[0.8440860215053763, 0.5579710144927537, 0.6066433566433567, 0.6975524475524476]","[0.04331978 0.         0.0078125  0.00399642 0.         0.025
 0.         0.         0.         0.00363939 0.         0.0078125
 0.00373921 0.         0.         0.29947917 0.02854157 0.
 0.0697475  0.0234375  0.0078125  0.         0.         0.
 0.         0.         0.         0.         0.         0.0078125
 0.         0.0578125  0.00417311 0.00398318 0.025      0.
 0.11998605 0.0078125  0.         0.00443268 0.         0.09032194
 0.         0.0078125  0.0078125  0.0708775  0.01157501 0.0078125
 0.         0.025      0.         0.0078125  0.0078125  0.0078125 ]"
227,227,0.6743141442475243,2024-02-17 23:29:33.528172,2024-02-17 23:29:39.197285,0 days 00:00:05.669113,True,absolute_error,0.011386414627965675,41,0.01622596525112928,12,0.022219930848882477,18,2,RandomForest,37,False,False,COMPLETE,"[0.8145161290322581, 0.4963768115942029, 0.6171328671328671, 0.7692307692307692]","[0.03125 0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.09375 0.03125 0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.03125 0.0625  0.      0.      0.03125 0.      0.09375 0.
 0.40625 0.      0.0625  0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.125   0.      0.      0.      0.      0.03125]"
306,306,0.6723720850211032,2024-02-17 23:45:55.558984,2024-02-17 23:46:30.639978,0 days 00:00:35.080994,True,absolute_error,0.006859272571226979,7,0.17486419268972642,69,0.0464681044393013,1,16,RandomForest,81,False,False,COMPLETE,"[0.8118279569892474, 0.45108695652173914, 0.6171328671328671, 0.8094405594405595]","[0.02272727 0.         0.         0.         0.         0.06944444
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13888889 0.01164712 0.
 0.06439394 0.         0.         0.         0.         0.
 0.02272727 0.         0.         0.         0.         0.
 0.         0.04545455 0.         0.09131742 0.02777778 0.
 0.10325187 0.         0.         0.04166667 0.04166667 0.06146036
 0.02777778 0.04545455 0.02272727 0.06944444 0.         0.
 0.         0.06944444 0.         0.         0.         0.02272727]"
434,434,0.6722522451835214,2024-02-18 00:07:03.893671,2024-02-18 00:07:12.319342,0 days 00:00:08.425671,True,absolute_error,0.04059409887442492,47,0.5693756348034854,63,0.04855667744091876,19,6,RandomForest,174,False,False,COMPLETE,"[0.7446236559139785, 0.6594202898550724, 0.583916083916084, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02083333 0.         0.         0.         0.         0.02083333
 0.         0.         0.         0.         0.         0.
 0.         0.02083333 0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.6875     0.04166667 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.04166667 0.        ]"
431,431,0.666645620625284,2024-02-18 00:06:45.319131,2024-02-18 00:06:51.129768,0 days 00:00:05.810637,True,absolute_error,0.058337643654482636,50,0.49717013858183745,49,0.047633340783239046,19,6,RandomForest,125,False,False,COMPLETE,"[0.685483870967742, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.       0.015625 0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.015625 0.03125  0.125    0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.03125  0.       0.       0.
 0.       0.       0.       0.       0.734375 0.015625 0.       0.
 0.       0.       0.       0.       0.       0.015625 0.       0.
 0.       0.       0.       0.       0.015625 0.      ]"
333,333,0.6644274087296527,2024-02-17 23:51:28.181457,2024-02-17 23:51:35.338265,0 days 00:00:07.156808,True,absolute_error,0.02478469731323472,48,0.4980800792196063,36,0.04571790277066507,18,5,RandomForest,126,False,False,COMPLETE,"[0.6801075268817205, 0.6594202898550724, 0.6171328671328672, 0.7010489510489509]","[0.01393111 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02777778
 0.0625     0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.81245777 0.02777778 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02777778 0.02777778 0.        ]"
297,297,0.6615895645962266,2024-02-17 23:44:28.129859,2024-02-17 23:44:32.689872,0 days 00:00:04.560013,True,absolute_error,0.025554933018263098,29,0.023978927966326072,37,0.03652788618948442,2,3,RandomForest,72,False,False,COMPLETE,"[0.8602150537634409, 0.4836956521739131, 0.5786713286713288, 0.7237762237762237]","[0.07142857 0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08333333 0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03571429 0.03571429 0.
 0.         0.03571429 0.         0.125      0.         0.
 0.20238095 0.         0.         0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.03571429
 0.         0.         0.         0.125      0.         0.        ]"
