,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
532,,232,0.5972514005602241,2024-02-17 19:50:18.967944,2024-02-17 19:51:42.077672,0 days 00:01:23.109728,True,absolute_error,0.038741665658230985,12,0.9866917502423389,86,0.06983313665610699,16,4,RandomForest,80,False,False,COMPLETE,"[0.5684523809523809, 0.5, 0.6449579831932774, 0.675595238095238]","[0.         0.         0.025      0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02083333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.025      0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.20416667 0.2        0.         0.         0.         0.
 0.         0.         0.         0.         0.02083333 0.08333333
 0.06666667 0.10416667 0.         0.         0.         0.        ]"
506,,206,0.5969607843137256,2024-02-17 19:46:32.266367,2024-02-17 19:47:59.843079,0 days 00:01:27.576712,True,absolute_error,0.051625868051502155,14,0.9630227054647591,97,0.07413772955015192,20,3,RandomForest,121,False,False,COMPLETE,"[0.5813492063492064, 0.49428571428571433, 0.5661764705882354, 0.746031746031746]","[0.         0.01086957 0.01086957 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01086957 0.03125    0.         0.03125
 0.         0.         0.01086957 0.         0.         0.
 0.         0.         0.07336957 0.         0.         0.
 0.         0.         0.         0.         0.03125    0.
 0.29619565 0.08559783 0.01086957 0.         0.         0.
 0.         0.         0.         0.         0.01086957 0.
 0.24003623 0.14583333 0.         0.         0.         0.        ]"
584,,284,0.5942384453781512,2024-02-17 19:57:16.868686,2024-02-17 19:58:22.318441,0 days 00:01:05.449755,True,absolute_error,0.044619334748533614,6,0.9909015783121531,40,0.07872125661696795,13,7,RandomForest,118,False,False,COMPLETE,"[0.5396825396825397, 0.537142857142857, 0.5987394957983193, 0.701388888888889]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01923077 0.02777778 0.         0.08333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.20940171 0.05769231 0.01923077 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.44444444 0.05555556 0.         0.         0.08333333 0.        ]"
522,,222,0.5939466619981326,2024-02-17 19:48:54.403554,2024-02-17 19:50:09.889217,0 days 00:01:15.485663,True,absolute_error,0.048283163731569885,17,0.9391247964949981,92,0.0761571118242231,16,2,RandomForest,111,False,False,COMPLETE,"[0.49503968253968256, 0.537142857142857, 0.5955882352941178, 0.7480158730158731]","[0.         0.         0.01470588 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05555556 0.01470588 0.04166667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02777778 0.         0.         0.
 0.         0.         0.         0.         0.         0.04166667
 0.21405229 0.14297386 0.01470588 0.         0.         0.
 0.         0.         0.         0.         0.02777778 0.
 0.34885621 0.05555556 0.         0.         0.         0.        ]"
407,,107,0.5907592203548085,2024-02-17 19:32:13.136337,2024-02-17 19:33:09.363028,0 days 00:00:56.226691,True,absolute_error,0.056763427636098276,12,0.9625428067476611,60,0.08667302877660454,17,3,RandomForest,114,False,False,COMPLETE,"[0.509920634920635, 0.5, 0.588235294117647, 0.7648809523809523]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01190476
 0.         0.         0.         0.         0.01190476 0.02380952
 0.01190476 0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.01190476 0.
 0.         0.         0.         0.         0.05952381 0.
 0.33809524 0.08928571 0.         0.         0.         0.
 0.         0.         0.         0.         0.04166667 0.
 0.05       0.05       0.         0.         0.         0.        ]"
345,,45,0.5857557189542484,2024-02-17 19:23:37.687716,2024-02-17 19:24:52.732232,0 days 00:01:15.044516,True,absolute_error,0.09109011059327839,8,0.9383435717195255,51,0.07669910898720844,14,6,RandomForest,80,False,False,COMPLETE,"[0.5128968253968254, 0.6161904761904762, 0.6008403361344539, 0.6130952380952381]","[0.         0.         0.04166667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00961538 0.         0.         0.08333333 0.         0.01923077
 0.00961538 0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.01923077 0.
 0.         0.         0.         0.         0.05769231 0.
 0.32692308 0.10363248 0.02777778 0.         0.         0.
 0.         0.         0.00961538 0.         0.         0.
 0.16666667 0.08333333 0.         0.         0.         0.        ]"
0,208.0,208,0.5828553921568628,2024-02-17 18:00:10.322822,2024-02-17 18:00:16.410932,0 days 00:00:06.088110,True,absolute_error,0.0902560727071302,46,0.619297941959549,55,0.0768900998000739,3,9,RandomForest,162,False,False,COMPLETE,"[0.4652777777777778, 0.5780952380952381, 0.6313025210084033, 0.6567460317460317]","[0.         0.01315789 0.         0.         0.         0.
 0.02777778 0.         0.         0.00675676 0.         0.00675676
 0.01351351 0.         0.01315789 0.         0.         0.01351351
 0.00675676 0.         0.         0.         0.         0.
 0.         0.         0.04093567 0.         0.02027027 0.
 0.         0.         0.         0.         0.06756757 0.01351351
 0.48478742 0.17468785 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03453453 0.05555556 0.         0.         0.00675676 0.        ]"
554,,254,0.5825828664799254,2024-02-17 19:53:09.686059,2024-02-17 19:54:22.819367,0 days 00:01:13.133308,True,absolute_error,0.020797941849146444,6,0.9441972650320538,22,0.07460480294486477,14,8,RandomForest,133,False,False,COMPLETE,"[0.47420634920634924, 0.5314285714285714, 0.6123949579831934, 0.7123015873015873]","[0.         0.01666667 0.01666667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01666667 0.         0.         0.04166667 0.         0.02777778
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05833333 0.         0.         0.
 0.         0.         0.         0.         0.         0.02777778
 0.19722222 0.13611111 0.         0.         0.         0.
 0.         0.         0.         0.         0.01666667 0.05555556
 0.36111111 0.         0.         0.         0.02777778 0.        ]"
1,253.0,253,0.5818633286647993,2024-02-17 18:04:36.462919,2024-02-17 18:04:42.568330,0 days 00:00:06.105411,True,absolute_error,0.078941163118711,43,0.6190517969648555,41,0.0765680958053628,3,11,RandomForest,162,False,False,COMPLETE,"[0.46130952380952384, 0.5780952380952381, 0.6313025210084034, 0.6567460317460317]","[0.         0.0125     0.         0.         0.         0.
 0.02777778 0.         0.         0.00657895 0.         0.00657895
 0.01315789 0.         0.0125     0.         0.         0.01315789
 0.00657895 0.         0.         0.         0.         0.
 0.         0.         0.04027778 0.         0.01973684 0.
 0.         0.         0.         0.         0.07236842 0.01315789
 0.48976608 0.16937135 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03435673 0.05555556 0.         0.         0.00657895 0.        ]"
319,,19,0.5811303688141924,2024-02-17 19:19:44.242287,2024-02-17 19:20:33.162623,0 days 00:00:48.920336,True,absolute_error,0.06127633351128651,10,0.8897834909737653,21,0.0774715345218105,16,5,RandomForest,139,False,False,COMPLETE,"[0.494047619047619, 0.5, 0.5913865546218487, 0.7390873015873016]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03125    0.         0.04166667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04166667
 0.24702381 0.14434524 0.         0.         0.         0.
 0.         0.         0.         0.         0.01785714 0.
 0.12202381 0.0625     0.         0.         0.04166667 0.        ]"
