,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
0,280.0,280,0.64884926994302,2024-01-27 19:18:15.651777,2024-01-27 19:18:42.561394,0 days 00:00:26.909617,True,absolute_error,0.0255010184190084,3,0.9990130828146976,43,0.0631500708366542,2,16,RandomForest,167,False,False,COMPLETE,"[0.7083333333333333, 0.6121794871794872, 0.7795138888888888, 0.49537037037037035]","[0.         0.06902778 0.         0.         0.02388889 0.01
 0.01388889 0.         0.02777778 0.07182118 0.05513889 0.
 0.         0.         0.015      0.         0.         0.05277778
 0.         0.         0.01388889 0.05555556 0.         0.005
 0.         0.         0.03125    0.01       0.04166667 0.01388889
 0.         0.01       0.         0.         0.         0.005
 0.10027778 0.12138889 0.         0.02777778 0.02151215 0.
 0.         0.         0.005      0.01       0.015      0.06055556
 0.05625    0.005      0.         0.         0.04666667 0.005     ]"
580,,280,0.64884926994302,2024-01-27 19:18:15.651777,2024-01-27 19:18:42.561394,0 days 00:00:26.909617,True,absolute_error,0.025501018419008415,3,0.9990130828146976,43,0.06315007083665425,2,16,RandomForest,167,False,False,COMPLETE,,
761,,461,0.6459319037444038,2024-02-16 14:19:55.266077,2024-02-16 14:20:28.649089,0 days 00:00:33.383012,True,absolute_error,0.02207156555526731,3,0.9818104873423543,53,0.06161794753438035,2,17,RandomForest,178,False,False,COMPLETE,"[0.7043650793650793, 0.6282051282051282, 0.78125, 0.4699074074074074]","[0.         0.07765561 0.00438596 0.         0.05440369 0.01803119
 0.0131269  0.         0.02272727 0.05858001 0.05374547 0.
 0.         0.00438596 0.01315789 0.         0.         0.03596683
 0.         0.         0.00925926 0.04563176 0.         0.00438596
 0.00448151 0.         0.03571429 0.00877193 0.0363725  0.01851852
 0.         0.01803119 0.         0.         0.         0.00438596
 0.06721349 0.13380674 0.         0.02272727 0.02360145 0.
 0.         0.         0.00438596 0.00877193 0.01315789 0.04984051
 0.05764411 0.00438596 0.00925926 0.         0.05909977 0.00438596]"
1,240.0,240,0.6435169286731787,2024-01-27 19:02:58.726296,2024-01-27 19:03:19.142292,0 days 00:00:20.415996,True,absolute_error,0.0275521215081224,3,0.9956065770336956,48,0.063430681288035,2,16,RandomForest,177,False,False,COMPLETE,"[0.7043650793650793, 0.6121794871794872, 0.7621527777777778, 0.49537037037037035]","[0.         0.06589605 0.00490196 0.         0.02903469 0.01941931
 0.01361941 0.         0.02777778 0.06601196 0.05066931 0.
 0.         0.         0.01470588 0.         0.         0.04374057
 0.         0.         0.00961538 0.04700855 0.         0.00490196
 0.         0.         0.03125    0.00980392 0.03739316 0.02884615
 0.         0.00980392 0.         0.         0.         0.00490196
 0.09517974 0.12584842 0.         0.02777778 0.01493324 0.
 0.00961538 0.         0.00490196 0.00980392 0.01470588 0.06045752
 0.0557598  0.00490196 0.00961538 0.         0.04229512 0.00490196]"
540,,240,0.6435169286731787,2024-01-27 19:02:58.726296,2024-01-27 19:03:19.142292,0 days 00:00:20.415996,True,absolute_error,0.02755212150812249,3,0.9956065770336957,48,0.06343068128803506,2,16,RandomForest,177,False,False,COMPLETE,,
2,241.0,241,0.6422148453398453,2024-01-27 19:03:19.159748,2024-01-27 19:03:49.665333,0 days 00:00:30.505585,True,absolute_error,0.0274292253957235,2,0.9917451912935186,47,0.0635515889538455,2,16,RandomForest,178,False,False,COMPLETE,"[0.7043650793650793, 0.6121794871794872, 0.7569444444444444, 0.49537037037037035]","[0.         0.06605392 0.00490196 0.         0.02230392 0.00980392
 0.0125     0.         0.02777778 0.06748366 0.05355392 0.
 0.         0.         0.01470588 0.         0.         0.0495098
 0.         0.         0.0125     0.05277778 0.         0.00490196
 0.         0.         0.03125    0.00980392 0.04027778 0.025
 0.         0.02230392 0.         0.         0.         0.00490196
 0.09517974 0.11911765 0.         0.02777778 0.025      0.
 0.         0.         0.00490196 0.00980392 0.01470588 0.06045752
 0.0557598  0.00490196 0.         0.         0.04517974 0.00490196]"
541,,241,0.6422148453398453,2024-01-27 19:03:19.159748,2024-01-27 19:03:49.665333,0 days 00:00:30.505585,True,absolute_error,0.027429225395723556,2,0.9917451912935186,47,0.06355158895384552,2,16,RandomForest,178,False,False,COMPLETE,,
546,,246,0.6414707977207976,2024-01-27 19:05:39.874565,2024-01-27 19:06:10.372244,0 days 00:00:30.497679,True,absolute_error,0.02709158688358801,2,0.9962394965720592,48,0.063346193733437,2,16,RandomForest,176,False,False,COMPLETE,,
3,246.0,246,0.6414707977207976,2024-01-27 19:05:39.874565,2024-01-27 19:06:10.372244,0 days 00:00:30.497679,True,absolute_error,0.027091586883588,2,0.9962394965720592,48,0.063346193733437,2,16,RandomForest,176,False,False,COMPLETE,"[0.6944444444444444, 0.6121794871794872, 0.7638888888888888, 0.49537037037037035]","[0.         0.06625    0.005      0.         0.0225     0.01
 0.0125     0.         0.02777778 0.06841786 0.05375    0.
 0.         0.         0.015      0.         0.         0.05
 0.         0.         0.0125     0.05277778 0.         0.005
 0.         0.         0.03125    0.01       0.04027778 0.025
 0.         0.0225     0.         0.         0.         0.005
 0.09527778 0.12       0.         0.02777778 0.01935992 0.
 0.         0.         0.005      0.01       0.015      0.06055556
 0.05625    0.005      0.         0.         0.04527778 0.005     ]"
652,,352,0.6412227818477818,2024-02-16 13:46:47.466074,2024-02-16 13:47:14.547152,0 days 00:00:27.081078,True,absolute_error,0.022753352900624572,2,0.9999324693677605,39,0.06436461172056644,2,15,RandomForest,181,False,False,COMPLETE,"[0.7003968253968255, 0.6121794871794872, 0.7569444444444444, 0.49537037037037035]","[0.         0.06645408 0.00510204 0.         0.02270408 0.01020408
 0.0125     0.         0.02777778 0.0680839  0.05905612 0.
 0.         0.         0.01530612 0.         0.         0.0505102
 0.         0.         0.0125     0.05277778 0.         0.00510204
 0.         0.         0.03125    0.01020408 0.04027778 0.025
 0.         0.02270408 0.         0.         0.         0.00510204
 0.09537982 0.11581633 0.         0.02777778 0.025      0.
 0.         0.         0.         0.01020408 0.01530612 0.0606576
 0.0567602  0.         0.         0.         0.04537982 0.00510204]"
578,,278,0.6411814458689459,2024-01-27 19:17:22.620135,2024-01-27 19:17:50.521244,0 days 00:00:27.901109,True,absolute_error,0.030053533184456267,3,0.9791253140348406,44,0.0629465230175707,2,17,RandomForest,168,False,False,COMPLETE,,
4,278.0,278,0.6411814458689459,2024-01-27 19:17:22.620135,2024-01-27 19:17:50.521244,0 days 00:00:27.901109,True,absolute_error,0.0300535331844562,3,0.9791253140348406,44,0.0629465230175707,2,17,RandomForest,168,False,False,COMPLETE,"[0.6944444444444444, 0.6121794871794872, 0.7881944444444444, 0.4699074074074074]","[0.         0.07146404 0.         0.         0.02259186 0.00943396
 0.01315789 0.         0.02777778 0.06946481 0.06302312 0.
 0.         0.         0.01415094 0.         0.         0.0499007
 0.         0.         0.01315789 0.05409357 0.         0.00471698
 0.         0.         0.03571429 0.00943396 0.04565265 0.01315789
 0.         0.02259186 0.         0.         0.00471698 0.00471698
 0.07292603 0.1270393  0.         0.02777778 0.0203785  0.
 0.         0.         0.00471698 0.00943396 0.01415094 0.06027254
 0.05929919 0.00471698 0.         0.         0.04565265 0.00471698]"
688,,388,0.6410924145299146,2024-02-16 13:58:14.280541,2024-02-16 13:58:40.621536,0 days 00:00:26.340995,True,absolute_error,0.023258553252774435,4,0.9829310212397981,42,0.06153691462589236,2,16,RandomForest,167,False,False,COMPLETE,"[0.7083333333333334, 0.6303418803418804, 0.75, 0.4756944444444444]","[0.         0.0715198  0.00862069 0.         0.05385754 0.01787995
 0.00862069 0.         0.02272727 0.05310238 0.04565773 0.
 0.         0.00462963 0.02250958 0.         0.         0.04038953
 0.         0.         0.00862069 0.03134796 0.         0.00462963
 0.         0.00862069 0.02777778 0.00925926 0.04459828 0.00862069
 0.         0.00925926 0.         0.         0.         0.00462963
 0.09217172 0.14224138 0.         0.02272727 0.02198761 0.00862069
 0.         0.         0.00462963 0.00925926 0.01388889 0.05008418
 0.05092593 0.00462963 0.00862069 0.         0.05870486 0.00462963]"
572,,272,0.640974765974766,2024-01-27 19:15:02.770789,2024-01-27 19:15:30.478359,0 days 00:00:27.707570,True,absolute_error,0.022419521676299754,3,0.9992703177132851,43,0.06331352535892174,2,17,RandomForest,172,False,False,COMPLETE,,
