,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
601,,301,0.6293026377217554,2024-02-18 20:27:49.499626,2024-02-18 20:27:52.472908,0 days 00:00:02.973282,True,absolute_error,0.013872266182563946,21,0.18600066281749403,66,0.027295481152793497,20,6,RandomForest,10,False,False,COMPLETE,"[0.6964285714285714, 0.5771428571428572, 0.5819327731092437, 0.6617063492063492]","[0.         0.02777778 0.01772697 0.         0.09474206 0.01747209
 0.01873712 0.         0.         0.         0.         0.
 0.         0.         0.01377513 0.07897214 0.03571429 0.
 0.         0.02777778 0.         0.04287745 0.         0.
 0.         0.01091083 0.01377791 0.         0.02752568 0.
 0.01642007 0.         0.         0.         0.03571429 0.
 0.17653628 0.02777778 0.         0.         0.         0.
 0.01251288 0.         0.         0.         0.01795739 0.04740033
 0.13967948 0.         0.06696429 0.         0.03125    0.        ]"
797,,497,0.6163725490196079,2024-02-18 20:40:39.519766,2024-02-18 20:40:42.992657,0 days 00:00:03.472891,True,absolute_error,0.012208832342003826,18,0.94803747877628,62,0.016516397822244067,19,5,RandomForest,10,False,False,COMPLETE,"[0.6736111111111112, 0.47809523809523813, 0.6838235294117646, 0.6299603174603174]","[0.         0.         0.08904581 0.         0.05750701 0.01929653
 0.02777778 0.02364233 0.01028308 0.04618617 0.         0.01272127
 0.00694707 0.         0.         0.01839009 0.         0.
 0.         0.03571429 0.         0.         0.         0.
 0.         0.         0.00489499 0.01594739 0.03428959 0.
 0.         0.01681769 0.02042645 0.0061927  0.         0.00936938
 0.1353479  0.07606996 0.         0.         0.00853563 0.
 0.02777778 0.0150565  0.         0.01329534 0.0275408  0.
 0.14305367 0.04063557 0.03394337 0.0097878  0.01350605 0.        ]"
0,270.0,270,0.609281629318394,2024-02-18 17:25:54.247551,2024-02-18 17:25:58.188333,0 days 00:00:03.940782,True,absolute_error,0.0136011877698543,21,0.2378848097344234,68,0.0347607081750052,20,6,RandomForest,15,False,False,COMPLETE,"[0.558531746031746, 0.5761904761904761, 0.6218487394957983, 0.6805555555555555]","[0.         0.         0.01383762 0.         0.03754947 0.025
 0.025      0.         0.         0.025      0.         0.02272727
 0.         0.02083333 0.         0.083258   0.04166667 0.
 0.         0.02272727 0.         0.025      0.         0.
 0.         0.         0.         0.         0.         0.04772727
 0.         0.         0.         0.01003691 0.06439394 0.
 0.17448979 0.03539341 0.         0.         0.01116238 0.
 0.         0.         0.         0.         0.03101114 0.02272727
 0.21045825 0.         0.025      0.         0.025      0.        ]"
570,,270,0.609281629318394,2024-02-18 17:25:54.247551,2024-02-18 17:25:58.188333,0 days 00:00:03.940782,True,absolute_error,0.013601187769854391,21,0.23788480973442344,68,0.0347607081750052,20,6,RandomForest,15,False,False,COMPLETE,,
540,,240,0.6066030578898226,2024-02-18 17:24:20.666857,2024-02-18 17:24:23.645905,0 days 00:00:02.979048,True,absolute_error,0.011461677610982593,24,0.20632206724609925,63,0.03708448646971586,20,5,RandomForest,10,False,False,COMPLETE,,
1,240.0,240,0.6066030578898226,2024-02-18 17:24:20.666857,2024-02-18 17:24:23.645905,0 days 00:00:02.979048,True,absolute_error,0.0114616776109825,24,0.2063220672460992,63,0.0370844864697158,20,5,RandomForest,10,False,False,COMPLETE,"[0.6686507936507936, 0.5000000000000001, 0.6397058823529411, 0.6180555555555555]","[0.         0.         0.01938482 0.         0.11111111 0.
 0.03571429 0.01512815 0.         0.         0.         0.02777778
 0.         0.         0.         0.08278805 0.         0.
 0.         0.02777778 0.01632946 0.         0.         0.
 0.03322612 0.         0.         0.01890646 0.         0.
 0.         0.         0.         0.         0.06944444 0.
 0.15277778 0.02597755 0.         0.         0.         0.
 0.         0.         0.         0.         0.02777778 0.06944444
 0.18310065 0.         0.04166667 0.         0.04166667 0.        ]"
2,223.0,223,0.6064915966386555,2024-02-18 17:23:01.180380,2024-02-18 17:23:06.018377,0 days 00:00:04.837997,True,absolute_error,0.0101261034181563,47,0.3025735172314274,36,0.0516705064149365,20,3,RandomForest,26,False,False,COMPLETE,"[0.5833333333333334, 0.5457142857142857, 0.6302521008403361, 0.6666666666666665]","[0.         0.         0.         0.         0.06488095 0.
 0.         0.         0.         0.         0.         0.
 0.0125     0.00923375 0.         0.         0.01666667 0.01666667
 0.         0.0125     0.01666667 0.         0.0125     0.01666667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.04076625 0.
 0.2672619  0.04166667 0.         0.         0.         0.
 0.         0.         0.         0.         0.025      0.
 0.36978844 0.         0.03571429 0.0058068  0.03571429 0.        ]"
523,,223,0.6064915966386555,2024-02-18 17:23:01.180380,2024-02-18 17:23:06.018377,0 days 00:00:04.837997,True,absolute_error,0.010126103418156326,47,0.30257351723142745,36,0.051670506414936514,20,3,RandomForest,26,False,False,COMPLETE,,
543,,243,0.6055526377217554,2024-02-18 17:24:29.487324,2024-02-18 17:24:32.511029,0 days 00:00:03.023705,True,absolute_error,0.011660629276657274,23,0.20569832253291512,63,0.037227735700661874,20,5,RandomForest,10,False,False,COMPLETE,,
3,243.0,243,0.6055526377217554,2024-02-18 17:24:29.487324,2024-02-18 17:24:32.511029,0 days 00:00:03.023705,True,absolute_error,0.0116606292766572,23,0.2056983225329151,63,0.0372277357006618,20,5,RandomForest,10,False,False,COMPLETE,"[0.6686507936507936, 0.5000000000000001, 0.6355042016806722, 0.6180555555555555]","[0.         0.         0.0194368  0.         0.11111111 0.
 0.03571429 0.01511935 0.         0.         0.         0.02777778
 0.         0.         0.         0.08276068 0.         0.
 0.         0.02777778 0.01627749 0.         0.         0.
 0.03325147 0.         0.         0.01890848 0.         0.
 0.         0.         0.         0.         0.06944444 0.
 0.15277778 0.02597755 0.         0.         0.         0.
 0.         0.         0.         0.         0.02777778 0.06944444
 0.18310944 0.         0.04166667 0.         0.04166667 0.        ]"
