,markers,AUC,p_value,significant
444,P3b_mean,0.4275862068965517,0.2217782217782218,Not significant
445,P3b_mean,0.5710344827586207,0.2217782217782218,Not significant
446,P3b_mean,0.5571428571428572,0.2217782217782218,Not significant
447,P3b_mean,0.5114285714285715,0.2217782217782218,Not significant
448,P3b_mean,0.4971428571428571,0.2217782217782218,Not significant
449,P3b_mean,0.4257142857142857,0.2217782217782218,Not significant
450,P3b_std,0.5793103448275863,0.3036963036963037,Not significant
451,P3b_std,0.5917241379310345,0.3036963036963037,Not significant
452,P3b_std,0.5227586206896552,0.3036963036963037,Not significant
453,P3b_std,0.42620689655172417,0.3036963036963037,Not significant
454,P3b_std,0.4096551724137931,0.3036963036963037,Not significant
455,P3b_std,0.5062068965517241,0.3036963036963037,Not significant
456,P3b_std,0.5814285714285714,0.3036963036963037,Not significant
457,P3b_std,0.53,0.3036963036963037,Not significant
458,P3b_std,0.53,0.3036963036963037,Not significant
459,P3b_std,0.46428571428571425,0.3036963036963037,Not significant
